Accession ID,Collection date,Submission date,Location
EPI_ISL_18078503,14/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078504,17/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078505,13/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078506,12/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078507,12/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078508,11/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078509,11/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078510,11/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078511,11/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078512,09/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078513,07/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078514,05/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078515,05/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078516,05/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078519,05/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078520,04/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078551,07/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078552,07/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078553,09/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078554,09/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078555,10/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078556,09/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078557,07/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078558,06/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078559,10/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078560,06/01/2023,07/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078650,30/03/2023,07/08/2023,South America / Brazil / Minas Gerais / Itanhandu
EPI_ISL_18078651,05/04/2023,07/08/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18078652,24/03/2023,07/08/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18078653,26/04/2023,07/08/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18078654,05/04/2023,07/08/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18078655,22/03/2023,07/08/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18078656,24/03/2023,07/08/2023,South America / Brazil / Minas Gerais / Lavras
EPI_ISL_18078852,28/05/2023,08/08/2023,South America / Brazil / Minas Gerais / Januaria
EPI_ISL_18078853,31/05/2023,08/08/2023,South America / Brazil / Minas Gerais / Ouro Branco
EPI_ISL_18078854,21/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Brumadinho
EPI_ISL_18078855,22/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Brumadinho
EPI_ISL_18078856,06/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Alfenas
EPI_ISL_18078857,07/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078858,05/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Pouso Alegre
EPI_ISL_18078859,08/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078860,05/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_18078861,11/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078862,12/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Santa Luzia
EPI_ISL_18078863,12/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Pouso Alegre
EPI_ISL_18078864,12/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Pouso Alegre
EPI_ISL_18078865,14/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Diamantina
EPI_ISL_18078866,14/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Caratinga
EPI_ISL_18078867,13/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Divinopolis
EPI_ISL_18078868,14/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_18078869,14/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_18078870,14/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Governador Valadares
EPI_ISL_18078871,20/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Tres Coracoes
EPI_ISL_18078872,21/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Lagoa da Prata
EPI_ISL_18078873,20/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078874,18/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Januaria
EPI_ISL_18078875,22/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Sao Lourenco
EPI_ISL_18078876,21/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Manhuacu
EPI_ISL_18078877,22/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Betim
EPI_ISL_18078878,23/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Muriae
EPI_ISL_18078879,23/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Martinho Campos
EPI_ISL_18078880,26/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Papagaios
EPI_ISL_18078881,26/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Alfenas
EPI_ISL_18078882,29/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078883,28/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Sete Lagoas
EPI_ISL_18078884,26/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Uberlandia
EPI_ISL_18078885,03/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Congonhas
EPI_ISL_18078886,03/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Sete Lagoas
EPI_ISL_18078887,03/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Caratinga
EPI_ISL_18078888,04/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18078889,05/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078890,03/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Resplendor
EPI_ISL_18078891,03/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Resplendor
EPI_ISL_18078892,05/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078893,05/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078894,07/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078895,08/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078896,08/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Betim
EPI_ISL_18078897,10/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Betim
EPI_ISL_18078898,12/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18078899,11/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Ituiutaba
EPI_ISL_18078900,11/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Ituiutaba
EPI_ISL_18078901,12/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18078902,12/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Santa Luzia
EPI_ISL_18078903,11/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_18078904,13/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Betim
EPI_ISL_18078905,14/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Betim
EPI_ISL_18078906,17/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Sao Lourenco
EPI_ISL_18078907,17/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Ituiutaba
EPI_ISL_18078908,18/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Alfenas
EPI_ISL_18078909,19/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Lagoa da Prata
EPI_ISL_18078910,20/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Papagaios
EPI_ISL_18078911,20/07/2023,08/08/2023,South America / Brazil / Minas Gerais / Betim
EPI_ISL_18078912,12/06/2023,08/08/2023,South America / Brazil / Minas Gerais / Sao Lourenco
EPI_ISL_18099793,01/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099794,02/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099795,02/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099796,05/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099797,09/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099798,14/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099799,15/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099800,15/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099801,16/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099802,19/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099803,23/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099804,27/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099805,28/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099806,29/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099807,30/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099808,30/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099809,28/06/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099810,03/07/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099811,03/07/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099812,05/07/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099813,06/07/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099814,04/07/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099815,10/07/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099816,11/07/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18099817,12/07/2023,14/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18126105,09/01/2023,22/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18126114,09/01/2023,22/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18126115,10/01/2023,22/08/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216698,14/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216699,17/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216700,17/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216701,19/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216702,24/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216703,24/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216704,24/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216705,24/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216706,25/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216707,25/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216708,25/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216709,25/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216710,27/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216711,28/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216712,28/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216713,28/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216714,31/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216715,31/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216716,14/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216717,02/08/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216718,18/08/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216719,18/08/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216720,18/08/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216721,18/08/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216722,18/08/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216723,22/08/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216724,23/08/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216725,24/08/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216726,28/07/2023,04/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18216765,15/08/2023,04/09/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18228409,05/06/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228410,05/06/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228411,05/07/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228412,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Betim
EPI_ISL_18228413,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228414,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228415,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228416,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228417,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Ibirite
EPI_ISL_18228418,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228419,05/06/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228420,05/07/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228421,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228422,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18228423,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228424,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18228425,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228426,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228427,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18228428,05/06/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228429,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Sao Jose da Lapa
EPI_ISL_18228430,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228431,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228432,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228433,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228434,05/06/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228435,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228436,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Lagoa Santa
EPI_ISL_18228437,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228438,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228439,05/06/2023,06/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18228440,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Nova Lima
EPI_ISL_18228441,05/06/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228442,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228443,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228444,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18228445,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228446,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228447,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228448,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18228449,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228450,05/06/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228451,05/06/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228452,05/06/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228453,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228454,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228455,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228456,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228457,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228458,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18228459,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228460,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228461,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228462,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228463,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228464,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228465,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228466,05/04/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228467,05/04/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228468,05/02/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228469,05/04/2023,06/09/2023,South America / Brazil / Minas Gerais / Betim
EPI_ISL_18228470,26/06/2023,06/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18228545,05/08/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228546,05/09/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18228547,05/03/2023,06/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268907,26/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18268908,25/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268909,25/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_18268910,26/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Ouro Branco
EPI_ISL_18268911,25/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268912,31/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268913,25/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Felisburgo
EPI_ISL_18268914,24/07/2023,15/09/2023,South America / Brazil / Minas Gerais / Felisburgo
EPI_ISL_18268915,03/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268916,04/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18268917,06/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Betim
EPI_ISL_18268918,07/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Paracatu
EPI_ISL_18268919,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Contagem
EPI_ISL_18268920,07/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Ituiutaba
EPI_ISL_18268921,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268922,06/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Piumhi
EPI_ISL_18268923,09/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Ituiutaba
EPI_ISL_18268924,09/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Divinopolis
EPI_ISL_18268925,10/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Sete Lagoas
EPI_ISL_18268926,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Varginha
EPI_ISL_18268927,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_18268928,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Uberaba
EPI_ISL_18268929,10/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_18268930,11/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Lagoa da Prata
EPI_ISL_18268931,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Teofilo Otoni
EPI_ISL_18268932,08/08/2023,15/09/2023,South America / Brazil / Minas Gerais / Teofilo Otoni
